Order_ID,Shipment_Date,Delivery_Date,Origin_State,Destination_State,Route,Distance_km,Truck_Type,Weight_kg,Freight_Cost_INR,Fuel_Cost_INR,Cost_per_km,Expected_Delivery_Days,Actual_Delivery_Days,Delivery_Time_Days,Delay_Flag,Load_Utilization_%,Driver_Experience_Yrs,Weather_Condition,Road_Condition,Month,Month_Name,Year
IND10480,2021-05-29,2021-05-30,Kerala,Rajasthan,Delhi-Jaipur,281,Heavy Truck,24191,25838.07,2358.05,91.95,1,1,1,0,97,13,Clear,Good,5,May,2021
IND10481,2022-12-29,2022-12-31,Punjab,Maharashtra,Ahmedabad-Mumbai,524,Light Van,651,29092.18,6361.55,55.52,2,2,2,0,62,9,Fog,Good,12,Dec,2022
IND10482,2021-12-21,2021-12-22,Tamil Nadu,Odisha,Kolkata-Bhubaneswar,441,Heavy Truck,34447,30906.71,4677.86,70.08,1,1,1,0,84,2,Clear,Average,12,Dec,2021
IND10483,2021-06-14,2021-06-20,Rajasthan,West Bengal,Delhi-Kolkata,1472,Light Van,2771,106782.2,15760.48,72.54,3,6,6,1,80,10,Clear,Good,6,Jun,2021
IND10484,2021-07-24,2021-07-27,Delhi,Maharashtra,Delhi-Mumbai,1400,Medium Truck,10904,125153.96,19868.8,89.4,3,3,3,0,78,12,Clear,Poor,7,Jul,2021
IND10485,2021-11-18,2021-11-21,Gujarat,West Bengal,Chennai-Kolkata,1659,Light Van,2073,115290.17,23187.44,69.49,3,3,3,0,81,19,Rain,Poor,11,Nov,2021
IND10486,2020-01-04,2020-01-07,Madhya Pradesh,West Bengal,Delhi-Kolkata,1472,Medium Truck,5091,83455.63,17946.47,56.7,3,3,3,0,69,3,Clear,Poor,1,Jan,2020
IND10487,2022-05-22,2022-05-26,Telangana,Maharashtra,Mumbai-Pune,149,Medium Truck,7599,9169.46,1476.65,61.54,1,4,4,1,82,19,Clear,Poor,5,May,2022
IND10488,2021-10-11,2021-10-13,West Bengal,Maharashtra,Hyderabad-Pune,559,Medium Truck,10408,34756.58,6332.46,62.18,2,2,2,0,65,1,Clear,Average,10,Oct,2021
IND10489,2023-11-24,2023-11-25,Karnataka,Punjab,Delhi-Amritsar,446,Medium Truck,5977,48608.94,4842.69,108.99,1,1,1,0,93,15,Rain,Good,11,Nov,2023
IND10490,2022-03-23,2022-03-24,Maharashtra,Maharashtra,Surat-Mumbai,284,Medium Truck,3842,19852.28,2974.99,69.9,1,1,1,0,56,13,Fog,Good,3,Mar,2022
IND10491,2023-04-30,2023-05-02,Punjab,Telangana,Bangalore-Hyderabad,575,Heavy Truck,18793,57516.34,5013.71,100.03,2,2,2,0,63,7,Clear,Good,4,Apr,2023
IND10492,2022-01-20,2022-01-24,Karnataka,West Bengal,Chennai-Kolkata,1659,Medium Truck,13262,148893.11,19579.18,89.75,3,4,4,1,99,2,Clear,Good,1,Jan,2022
IND10493,2021-03-23,2021-03-26,West Bengal,West Bengal,Chennai-Kolkata,1659,Medium Truck,4659,196413.51,16777.17,118.39,3,3,3,0,77,11,Rain,Average,3,Mar,2021
IND10494,2023-11-01,2023-11-03,Madhya Pradesh,Telangana,Bangalore-Hyderabad,575,Light Van,1097,39731.11,7259.75,69.1,2,2,2,0,87,16,Fog,Poor,11,Nov,2023
IND10495,2021-01-31,2021-02-02,Karnataka,Telangana,Bangalore-Hyderabad,575,Medium Truck,8162,35124.51,5884.8,61.09,2,2,2,0,73,14,Rain,Good,1,Jan,2021
IND10496,2023-05-04,2023-05-06,Gujarat,Telangana,Bangalore-Hyderabad,575,Medium Truck,13705,30844.52,6335.43,53.64,2,2,2,0,67,15,Rain,Average,5,May,2023
IND10497,2024-04-25,2024-04-27,Delhi,Telangana,Bangalore-Hyderabad,575,Heavy Truck,37830,38448.63,4810.75,66.87,2,2,2,0,68,19,Fog,Average,4,Apr,2024
IND10498,2022-10-13,2022-10-15,Kerala,Telangana,Bangalore-Hyderabad,575,Medium Truck,7270,56283.85,8594.97,97.88,2,2,2,0,86,7,Clear,Good,10,Oct,2022
IND10499,2022-11-15,2022-11-18,Maharashtra,West Bengal,Chennai-Kolkata,1659,Medium Truck,6603,92851.04,19166.88,55.97,3,3,3,0,76,9,Clear,Poor,11,Nov,2022
IND10500,2021-03-12,2021-03-15,Madhya Pradesh,Tamil Nadu,Mumbai-Chennai,1338,Light Van,1984,89818.77,10931.01,67.13,3,3,3,0,74,4,Rain,Average,3,Mar,2021
IND10501,2022-11-21,2022-11-24,Punjab,Tamil Nadu,Mumbai-Chennai,1338,Light Van,1716,147008.18,15773.17,109.87,3,3,3,0,87,6,Fog,Good,11,Nov,2022
IND10502,2022-09-28,2022-09-30,Kerala,Maharashtra,Ahmedabad-Mumbai,524,Heavy Truck,17291,47582.71,7384.46,90.81,2,2,2,0,59,10,Clear,Poor,9,Sep,2022
IND10503,2021-06-04,2021-06-06,Haryana,Tamil Nadu,Mumbai-Chennai,1338,Light Van,1335,73411.39,17939.72,54.87,3,2,2,0,74,3,Storm,Average,6,Jun,2021
IND10504,2021-11-06,2021-11-07,Gujarat,Maharashtra,Mumbai-Pune,149,Heavy Truck,18811,7947.34,1923.05,53.34,1,1,1,0,68,1,Rain,Good,11,Nov,2021
IND10505,2023-01-09,2023-01-12,Gujarat,Tamil Nadu,Mumbai-Chennai,1338,Medium Truck,7993,72624.77,12010.23,54.28,3,3,3,0,81,6,Rain,Average,1,Jan,2023
IND10506,2021-10-14,2021-10-17,Rajasthan,West Bengal,Chennai-Kolkata,1659,Medium Truck,8142,192329.95,20910.3,115.93,3,3,3,0,80,5,Clear,Average,10,Oct,2021
IND10507,2022-04-18,2022-04-20,Delhi,Telangana,Bangalore-Hyderabad,575,Heavy Truck,38246,62957.32,7684.35,109.49,2,2,2,0,86,15,Clear,Good,4,Apr,2022
IND10508,2021-09-28,2021-09-29,Telangana,Karnataka,Chennai-Bangalore,346,Medium Truck,12123,37764.45,4154.4,109.15,1,1,1,0,84,11,Rain,Poor,9,Sep,2021
IND10509,2021-12-13,2021-12-15,Delhi,Rajasthan,Delhi-Jaipur,281,Heavy Truck,37917,32229.34,4004.04,114.7,1,2,2,1,81,13,Clear,Poor,12,Dec,2021
IND10510,2024-01-01,2024-01-03,Delhi,Maharashtra,Nagpur-Mumbai,856,Heavy Truck,27194,73074.9,8507.72,85.37,2,2,2,0,80,6,Clear,Average,1,Jan,2024
IND10511,2021-10-13,2021-10-14,Bihar,Rajasthan,Delhi-Jaipur,281,Medium Truck,10526,18915.27,2724.3,67.31,1,1,1,0,72,5,Fog,Average,10,Oct,2021
IND10512,2024-12-15,2024-12-16,Kerala,Maharashtra,Surat-Mumbai,284,Medium Truck,5978,22178.8,4000.7,78.09,1,1,1,0,99,2,Fog,Poor,12,Dec,2024
IND10513,2024-08-11,2024-08-12,Gujarat,Maharashtra,Mumbai-Pune,149,Light Van,1751,14947.75,1844.29,100.32,1,1,1,0,77,17,Clear,Good,8,Aug,2024
IND10514,2023-12-23,2023-12-24,Telangana,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,10933,49093.13,3532.47,111.32,1,1,1,0,98,12,Rain,Poor,12,Dec,2023
IND10515,2020-01-06,2020-01-09,Tamil Nadu,West Bengal,Chennai-Kolkata,1659,Medium Truck,7595,133477.11,17372.92,80.46,3,3,3,0,78,12,Clear,Average,1,Jan,2020
IND10516,2023-11-27,2023-11-30,Rajasthan,Maharashtra,Delhi-Mumbai,1400,Medium Truck,14110,122467.33,19606.99,87.48,3,3,3,0,58,14,Clear,Good,11,Nov,2023
IND10517,2021-08-13,2021-08-15,Delhi,Karnataka,Chennai-Bangalore,346,Heavy Truck,37595,39867.78,2834.17,115.22,1,2,2,1,95,7,Rain,Average,8,Aug,2021
IND10518,2024-09-14,2024-09-16,Haryana,Maharashtra,Nagpur-Mumbai,856,Heavy Truck,24955,49241.32,6867.46,57.52,2,2,2,0,57,14,Rain,Average,9,Sep,2024
IND10519,2024-11-23,2024-11-26,Odisha,West Bengal,Delhi-Kolkata,1472,Medium Truck,5170,162451.31,14674.1,110.36,3,3,3,0,97,7,Clear,Good,11,Nov,2024
IND10520,2024-12-04,2024-12-06,Tamil Nadu,Maharashtra,Ahmedabad-Mumbai,524,Medium Truck,11527,32043.4,7544.55,61.15,2,2,2,0,84,9,Clear,Average,12,Dec,2024
IND10521,2024-04-08,2024-04-10,Kerala,Maharashtra,Nagpur-Mumbai,856,Medium Truck,12368,71792.97,12249.65,83.87,2,2,2,0,70,14,Clear,Average,4,Apr,2024
IND10522,2020-12-11,2020-12-17,Bihar,Delhi,Lucknow-Delhi,555,Medium Truck,6021,36235.74,6455.39,65.29,2,6,6,1,61,17,Storm,Average,12,Dec,2020
IND10523,2021-12-04,2021-12-07,Telangana,Maharashtra,Delhi-Mumbai,1400,Medium Truck,11970,129088.87,16621.72,92.21,3,3,3,0,93,17,Rain,Good,12,Dec,2021
IND10524,2022-02-21,2022-02-24,Kerala,West Bengal,Chennai-Kolkata,1659,Heavy Truck,39220,147817.13,17127.61,89.1,3,3,3,0,76,13,Clear,Average,2,Feb,2022
IND10525,2023-12-15,2023-12-18,Delhi,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,16185,102491.49,12986.84,76.6,3,3,3,0,95,18,Clear,Average,12,Dec,2023
IND10526,2022-01-16,2022-01-18,Maharashtra,Telangana,Bangalore-Hyderabad,575,Light Van,2433,63497.97,7881.27,110.43,2,2,2,0,85,19,Clear,Poor,1,Jan,2022
IND10527,2024-10-08,2024-10-10,Tamil Nadu,Delhi,Lucknow-Delhi,555,Medium Truck,6447,53383.75,4852.96,96.19,2,2,2,0,67,17,Rain,Poor,10,Oct,2024
IND10528,2024-10-03,2024-10-06,Kerala,Delhi,Lucknow-Delhi,555,Light Van,1966,55768.82,6333.37,100.48,2,3,3,1,95,6,Fog,Poor,10,Oct,2024
IND10529,2021-12-04,2021-12-05,Tamil Nadu,Punjab,Delhi-Amritsar,446,Heavy Truck,25662,27003.6,5548.59,60.55,1,1,1,0,95,12,Clear,Good,12,Dec,2021
IND10530,2020-01-20,2020-01-23,Maharashtra,Maharashtra,Delhi-Mumbai,1400,Light Van,2061,156550.24,12216.07,111.82,3,3,3,0,83,6,Storm,Average,1,Jan,2020
IND10531,2022-02-20,2022-02-26,Tamil Nadu,West Bengal,Delhi-Kolkata,1472,Heavy Truck,19899,90811.82,17130.03,61.69,3,6,6,1,82,3,Clear,Good,2,Feb,2022
IND10532,2022-09-24,2022-09-25,Kerala,Odisha,Kolkata-Bhubaneswar,441,Heavy Truck,31060,28927.37,5310.81,65.59,1,1,1,0,98,15,Clear,Good,9,Sep,2022
IND10533,2024-05-08,2024-05-09,Karnataka,Rajasthan,Delhi-Jaipur,281,Light Van,2435,16568.84,3708.49,58.96,1,1,1,0,73,3,Clear,Good,5,May,2024
IND10534,2020-03-04,2020-03-05,Odisha,Odisha,Kolkata-Bhubaneswar,441,Heavy Truck,24445,35643.89,4252.94,80.83,1,1,1,0,77,15,Clear,Poor,3,Mar,2020
IND10535,2020-02-22,2020-02-24,Delhi,Maharashtra,Nagpur-Mumbai,856,Medium Truck,12274,95991.54,8605.62,112.14,2,2,2,0,62,1,Fog,Good,2,Feb,2020
IND10536,2022-04-13,2022-04-18,Odisha,West Bengal,Delhi-Kolkata,1472,Heavy Truck,25335,99612.19,17644.35,67.67,3,5,5,1,79,3,Rain,Good,4,Apr,2022
IND10537,2024-04-07,2024-04-09,Punjab,Telangana,Bangalore-Hyderabad,575,Medium Truck,4285,43793.58,8557.08,76.16,2,2,2,0,92,5,Clear,Good,4,Apr,2024
IND10538,2024-05-03,2024-05-06,Kerala,Tamil Nadu,Mumbai-Chennai,1338,Light Van,853,146142.58,12741.04,109.22,3,3,3,0,92,14,Clear,Average,5,May,2024
IND10539,2020-10-10,2020-10-13,Tamil Nadu,West Bengal,Delhi-Kolkata,1472,Heavy Truck,22479,137259.69,21934.75,93.25,3,3,3,0,89,4,Clear,Poor,10,Oct,2020
IND10540,2022-08-29,2022-08-31,West Bengal,Maharashtra,Ahmedabad-Mumbai,524,Medium Truck,8255,53769.29,6812.21,102.61,2,2,2,0,80,9,Clear,Good,8,Aug,2022
IND10541,2021-10-22,2021-10-25,Uttar Pradesh,West Bengal,Delhi-Kolkata,1472,Heavy Truck,33269,95650.57,20287.95,64.98,3,3,3,0,57,18,Rain,Average,10,Oct,2021
IND10542,2023-07-30,2023-07-31,Telangana,Punjab,Delhi-Amritsar,446,Medium Truck,13010,44668.81,3847.86,100.15,1,1,1,0,56,10,Rain,Good,7,Jul,2023
IND10543,2023-02-02,2023-02-05,West Bengal,West Bengal,Chennai-Kolkata,1659,Heavy Truck,20062,109382.42,16760.78,65.93,3,3,3,0,59,8,Clear,Good,2,Feb,2023
IND10544,2020-07-11,2020-07-14,Maharashtra,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,22066,159371.83,11244.76,119.11,3,3,3,0,74,13,Clear,Good,7,Jul,2020
IND10545,2023-11-10,2023-11-12,Bihar,Telangana,Bangalore-Hyderabad,575,Heavy Truck,25712,51285.42,6095.48,89.19,2,2,2,0,66,2,Clear,Good,11,Nov,2023
IND10546,2021-06-26,2021-06-27,Delhi,Karnataka,Chennai-Bangalore,346,Heavy Truck,30991,34148.38,5144.68,98.69,1,1,1,0,92,7,Fog,Average,6,Jun,2021
IND10547,2024-03-16,2024-03-17,Bihar,Maharashtra,Surat-Mumbai,284,Light Van,2977,16553.82,2481.28,58.29,1,1,1,0,70,11,Clear,Good,3,Mar,2024
IND10548,2023-10-24,2023-10-25,Delhi,Rajasthan,Delhi-Jaipur,281,Medium Truck,6022,18980.4,3354.19,67.55,1,1,1,0,91,5,Clear,Average,10,Oct,2023
IND10549,2020-12-07,2020-12-09,Bihar,Delhi,Lucknow-Delhi,555,Heavy Truck,36649,33178.92,4463.58,59.78,2,2,2,0,92,18,Clear,Poor,12,Dec,2020
IND10550,2024-12-21,2024-12-22,West Bengal,Rajasthan,Delhi-Jaipur,281,Medium Truck,4547,21724.66,3649.85,77.31,1,1,1,0,90,8,Clear,Good,12,Dec,2024
IND10551,2021-06-24,2021-06-25,Bihar,Karnataka,Chennai-Bangalore,346,Heavy Truck,27210,24181.77,3245.6,69.89,1,1,1,0,83,10,Clear,Good,6,Jun,2021
IND10552,2022-10-16,2022-10-19,Tamil Nadu,West Bengal,Delhi-Kolkata,1472,Medium Truck,7204,149120.31,13111.24,101.3,3,3,3,0,89,2,Rain,Average,10,Oct,2022
IND10553,2023-03-08,2023-03-11,Telangana,West Bengal,Chennai-Kolkata,1659,Light Van,1868,95574.37,17185.79,57.61,3,3,3,0,91,3,Storm,Good,3,Mar,2023
IND10554,2022-12-14,2022-12-16,Delhi,Maharashtra,Delhi-Mumbai,1400,Medium Truck,14529,143701.82,18756.23,102.64,3,2,2,0,75,5,Clear,Good,12,Dec,2022
IND10555,2021-06-09,2021-06-15,Haryana,Odisha,Kolkata-Bhubaneswar,441,Light Van,2257,23460.91,3857.11,53.2,1,6,6,1,75,16,Clear,Good,6,Jun,2021
IND10556,2021-12-04,2021-12-05,Tamil Nadu,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,12709,28286.29,4237.51,64.14,1,1,1,0,82,10,Rain,Poor,12,Dec,2021
IND10557,2023-11-01,2023-11-07,Odisha,Odisha,Kolkata-Bhubaneswar,441,Heavy Truck,28644,46497.96,3554.13,105.44,1,6,6,1,60,11,Rain,Average,11,Nov,2023
IND10558,2024-10-11,2024-10-12,Odisha,Punjab,Delhi-Amritsar,446,Medium Truck,7917,45489.49,6591.39,101.99,1,1,1,0,74,19,Clear,Good,10,Oct,2024
IND10559,2021-06-07,2021-06-11,Kerala,Maharashtra,Delhi-Mumbai,1400,Medium Truck,6484,116679.96,17003.03,83.34,3,4,4,1,90,16,Fog,Good,6,Jun,2021
IND10560,2021-12-21,2021-12-24,Kerala,West Bengal,Chennai-Kolkata,1659,Medium Truck,14877,88754.49,21632.19,53.5,3,3,3,0,67,12,Fog,Good,12,Dec,2021
IND10561,2023-03-08,2023-03-09,Maharashtra,Maharashtra,Surat-Mumbai,284,Light Van,1436,26324.69,3566.95,92.69,1,1,1,0,94,2,Clear,Good,3,Mar,2023
IND10562,2021-07-29,2021-08-04,Karnataka,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,6052,34605.57,3973.65,78.47,1,6,6,1,65,11,Clear,Good,7,Jul,2021
IND10563,2020-04-11,2020-04-13,Rajasthan,Maharashtra,Ahmedabad-Mumbai,524,Light Van,690,37810.25,6374.24,72.16,2,2,2,0,78,1,Rain,Average,4,Apr,2020
IND10564,2021-06-22,2021-06-24,Telangana,Maharashtra,Delhi-Mumbai,1400,Light Van,2496,132760.24,12487.87,94.83,3,2,2,0,73,5,Rain,Good,6,Jun,2021
IND10565,2021-05-07,2021-05-10,Madhya Pradesh,Maharashtra,Delhi-Mumbai,1400,Medium Truck,3932,112788.23,15132.12,80.56,3,3,3,0,77,14,Clear,Good,5,May,2021
IND10566,2023-12-15,2023-12-17,Maharashtra,Telangana,Bangalore-Hyderabad,575,Medium Truck,7237,32469.95,6890.08,56.47,2,2,2,0,85,18,Clear,Good,12,Dec,2023
IND10567,2023-03-12,2023-03-14,Kerala,Telangana,Bangalore-Hyderabad,575,Heavy Truck,22240,65617.01,6849.5,114.12,2,2,2,0,91,7,Clear,Good,3,Mar,2023
IND10568,2021-07-23,2021-07-25,Gujarat,Tamil Nadu,Mumbai-Chennai,1338,Light Van,2715,139813.66,11819.24,104.49,3,2,2,0,91,5,Rain,Poor,7,Jul,2021
IND10569,2020-06-19,2020-06-21,Bihar,Maharashtra,Ahmedabad-Mumbai,524,Medium Truck,3565,28267.95,4318.31,53.95,2,2,2,0,57,8,Clear,Good,6,Jun,2020
IND10570,2023-11-10,2023-11-12,Delhi,Delhi,Lucknow-Delhi,555,Heavy Truck,36762,48148.73,7541.14,86.75,2,2,2,0,88,15,Clear,Good,11,Nov,2023
IND10571,2020-06-17,2020-06-24,Uttar Pradesh,Maharashtra,Ahmedabad-Mumbai,524,Heavy Truck,20558,29258.29,6854.68,55.84,2,7,7,1,83,5,Rain,Good,6,Jun,2020
IND10572,2023-05-14,2023-05-15,Tamil Nadu,Maharashtra,Surat-Mumbai,284,Medium Truck,12326,30845.32,2434.66,108.61,1,1,1,0,57,13,Clear,Good,5,May,2023
IND10573,2021-06-22,2021-06-23,Gujarat,Maharashtra,Surat-Mumbai,284,Heavy Truck,32127,26386.72,2525.3,92.91,1,1,1,0,69,19,Rain,Poor,6,Jun,2021
IND10574,2023-07-08,2023-07-11,West Bengal,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,26103,83051.59,19063.94,62.07,3,3,3,0,61,2,Clear,Good,7,Jul,2023
IND10575,2021-09-01,2021-09-07,Delhi,Delhi,Lucknow-Delhi,555,Medium Truck,11722,28555.8,7428.07,51.45,2,6,6,1,57,5,Clear,Good,9,Sep,2021
IND10576,2021-08-18,2021-08-20,Karnataka,Maharashtra,Ahmedabad-Mumbai,524,Heavy Truck,36793,27358.39,7845.92,52.21,2,2,2,0,97,5,Clear,Good,8,Aug,2021
IND10577,2024-10-25,2024-10-31,Madhya Pradesh,Maharashtra,Nagpur-Mumbai,856,Medium Truck,14213,73201.34,8369.89,85.52,2,6,6,1,70,6,Storm,Average,10,Oct,2024
IND10578,2023-08-27,2023-08-28,Gujarat,Maharashtra,Mumbai-Pune,149,Heavy Truck,23753,15109.52,1700.78,101.41,1,1,1,0,99,16,Rain,Average,8,Aug,2023
IND10579,2020-07-09,2020-07-11,Punjab,Maharashtra,Hyderabad-Pune,559,Heavy Truck,20629,32678.49,5397.27,58.46,2,2,2,0,88,2,Clear,Average,7,Jul,2020
IND10580,2023-10-17,2023-10-18,Tamil Nadu,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,9318,28881.04,5450.58,65.49,1,1,1,0,74,5,Storm,Good,10,Oct,2023
IND10581,2023-04-20,2023-04-21,Gujarat,Maharashtra,Surat-Mumbai,284,Medium Truck,3301,20705.93,2501.44,72.91,1,1,1,0,98,15,Rain,Poor,4,Apr,2023
IND10582,2020-11-30,2020-12-02,Karnataka,Maharashtra,Nagpur-Mumbai,856,Heavy Truck,35151,55867.16,7610.44,65.27,2,2,2,0,93,1,Clear,Good,11,Nov,2020
IND10583,2021-02-11,2021-02-12,Odisha,Maharashtra,Surat-Mumbai,284,Heavy Truck,35664,21979.77,2414.91,77.39,1,1,1,0,87,19,Clear,Average,2,Feb,2021
IND10584,2024-01-26,2024-01-28,Bihar,Telangana,Bangalore-Hyderabad,575,Medium Truck,10506,51274.5,7391.68,89.17,2,2,2,0,68,3,Clear,Average,1,Jan,2024
IND10585,2020-11-29,2020-12-02,Telangana,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,23701,131051.18,15331.48,97.95,3,3,3,0,96,19,Rain,Average,11,Nov,2020
IND10586,2021-06-18,2021-06-21,West Bengal,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,21962,157167.18,16489.67,117.46,3,3,3,0,89,15,Rain,Good,6,Jun,2021
IND10587,2021-07-19,2021-07-21,Haryana,Maharashtra,Ahmedabad-Mumbai,524,Heavy Truck,20429,60343.35,7417.28,115.16,2,2,2,0,65,3,Clear,Good,7,Jul,2021
IND10588,2021-11-15,2021-11-18,Rajasthan,Maharashtra,Delhi-Mumbai,1400,Light Van,1869,125872.44,18455.22,89.91,3,3,3,0,74,8,Clear,Good,11,Nov,2021
IND10589,2022-07-28,2022-07-29,Kerala,Karnataka,Chennai-Bangalore,346,Light Van,2703,35081.11,3886.29,101.39,1,1,1,0,84,15,Clear,Good,7,Jul,2022
IND10590,2020-08-22,2020-08-23,Haryana,Rajasthan,Delhi-Jaipur,281,Light Van,1294,32753.66,4184.23,116.56,1,1,1,0,82,1,Clear,Average,8,Aug,2020
IND10591,2023-07-02,2023-07-06,Maharashtra,Punjab,Delhi-Amritsar,446,Medium Truck,5479,24905.99,4992.43,55.84,1,4,4,1,69,6,Clear,Good,7,Jul,2023
IND10592,2021-04-25,2021-04-27,Tamil Nadu,Delhi,Lucknow-Delhi,555,Medium Truck,12715,27968.91,4876.87,50.39,2,2,2,0,92,17,Clear,Average,4,Apr,2021
IND10593,2021-12-15,2021-12-18,Uttar Pradesh,West Bengal,Delhi-Kolkata,1472,Medium Truck,7856,76670.57,22004.31,52.09,3,3,3,0,67,16,Clear,Poor,12,Dec,2021
IND10594,2023-06-13,2023-06-16,Punjab,West Bengal,Delhi-Kolkata,1472,Medium Truck,13386,131647.52,12011.14,89.43,3,3,3,0,89,13,Fog,Good,6,Jun,2023
IND10595,2024-07-17,2024-07-20,Gujarat,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,15434,138346.98,15854.21,103.4,3,3,3,0,78,1,Clear,Good,7,Jul,2024
IND10596,2022-12-23,2022-12-25,Tamil Nadu,Delhi,Lucknow-Delhi,555,Medium Truck,13230,42010.86,5640.84,75.7,2,2,2,0,55,3,Clear,Poor,12,Dec,2022
IND10597,2022-05-29,2022-05-30,Telangana,Odisha,Kolkata-Bhubaneswar,441,Light Van,2206,38881.53,5082.47,88.17,1,1,1,0,96,6,Clear,Average,5,May,2022
IND10598,2024-03-24,2024-03-25,West Bengal,Maharashtra,Mumbai-Pune,149,Medium Truck,11260,12835.7,1774.74,86.15,1,1,1,0,78,3,Clear,Good,3,Mar,2024
IND10599,2022-05-11,2022-05-12,Kerala,Maharashtra,Surat-Mumbai,284,Medium Truck,8725,16084.05,2749.31,56.63,1,1,1,0,81,15,Rain,Good,5,May,2022
IND10600,2023-12-21,2023-12-22,Karnataka,Odisha,Kolkata-Bhubaneswar,441,Heavy Truck,33288,31977.43,5247.02,72.51,1,1,1,0,72,15,Clear,Average,12,Dec,2023
IND10601,2023-01-22,2023-01-25,Haryana,Tamil Nadu,Mumbai-Chennai,1338,Medium Truck,10018,68720.3,17785.27,51.36,3,3,3,0,80,11,Clear,Average,1,Jan,2023
IND10602,2022-09-20,2022-09-21,Rajasthan,Odisha,Kolkata-Bhubaneswar,441,Medium Truck,6959,25467.48,4350.72,57.75,1,1,1,0,83,6,Clear,Average,9,Sep,2022
IND10603,2021-01-05,2021-01-07,Bihar,Maharashtra,Nagpur-Mumbai,856,Light Van,2733,91446.54,9145.49,106.83,2,2,2,0,62,6,Clear,Average,1,Jan,2021
IND10604,2023-09-23,2023-09-25,Haryana,Telangana,Bangalore-Hyderabad,575,Heavy Truck,26143,62133.89,5679.68,108.06,2,2,2,0,98,9,Clear,Average,9,Sep,2023
IND10605,2020-03-16,2020-03-17,Haryana,Odisha,Kolkata-Bhubaneswar,441,Light Van,2751,46806.08,6061.07,106.14,1,1,1,0,80,14,Rain,Good,3,Mar,2020
IND10606,2023-06-08,2023-06-12,Bihar,Maharashtra,Ahmedabad-Mumbai,524,Medium Truck,9156,52859.71,6851.23,100.88,2,4,4,1,59,11,Clear,Average,6,Jun,2023
IND10607,2021-03-07,2021-03-09,Tamil Nadu,Maharashtra,Ahmedabad-Mumbai,524,Light Van,1797,55298.72,7387.55,105.53,2,2,2,0,87,6,Rain,Poor,3,Mar,2021
IND10608,2023-04-14,2023-04-17,Uttar Pradesh,Maharashtra,Mumbai-Pune,149,Medium Truck,14561,14448.35,1369.36,96.97,1,3,3,1,94,18,Clear,Good,4,Apr,2023
IND10609,2024-10-24,2024-10-25,Maharashtra,Maharashtra,Surat-Mumbai,284,Medium Truck,9194,27516.29,2418.28,96.89,1,1,1,0,59,15,Clear,Average,10,Oct,2024
IND10610,2024-12-24,2024-12-26,Maharashtra,Telangana,Bangalore-Hyderabad,575,Medium Truck,9512,55611.31,5080.52,96.72,2,2,2,0,90,9,Clear,Good,12,Dec,2024
IND10611,2021-12-12,2021-12-18,Haryana,Rajasthan,Delhi-Jaipur,281,Medium Truck,9867,24161.22,2564.72,85.98,1,6,6,1,67,11,Storm,Good,12,Dec,2021
IND10612,2023-04-29,2023-05-01,Kerala,Delhi,Lucknow-Delhi,555,Light Van,2904,41866.04,6511.03,75.43,2,2,2,0,71,2,Clear,Poor,4,Apr,2023
IND10613,2022-12-17,2022-12-20,Bihar,Maharashtra,Delhi-Mumbai,1400,Heavy Truck,34930,141559.14,20714.94,101.11,3,3,3,0,67,6,Clear,Good,12,Dec,2022
IND10614,2023-05-07,2023-05-10,Bihar,Karnataka,Chennai-Bangalore,346,Heavy Truck,30182,24533.21,3633.22,70.91,1,3,3,1,79,14,Clear,Good,5,May,2023
IND10615,2021-02-22,2021-02-24,Rajasthan,Telangana,Bangalore-Hyderabad,575,Light Van,2029,50601.81,8458.0,88.0,2,2,2,0,56,14,Rain,Good,2,Feb,2021
IND10616,2021-06-09,2021-06-12,Punjab,West Bengal,Chennai-Kolkata,1659,Medium Truck,5303,133275.59,13715.63,80.33,3,3,3,0,78,13,Clear,Good,6,Jun,2021
IND10617,2022-08-21,2022-08-28,Madhya Pradesh,Maharashtra,Hyderabad-Pune,559,Medium Truck,6681,38774.23,8098.85,69.36,2,7,7,1,90,5,Fog,Average,8,Aug,2022
IND10618,2021-06-23,2021-06-24,Odisha,Karnataka,Chennai-Bangalore,346,Medium Truck,10852,40906.99,3206.75,118.23,1,1,1,0,79,9,Rain,Good,6,Jun,2021
IND10619,2021-08-10,2021-08-13,Odisha,Tamil Nadu,Mumbai-Chennai,1338,Heavy Truck,18221,91134.68,19250.24,68.11,3,3,3,0,88,11,Fog,Good,8,Aug,2021
IND10620,2022-04-30,2022-05-01,Haryana,Karnataka,Chennai-Bangalore,346,Light Van,2011,24791.08,2904.18,71.65,1,1,1,0,66,7,Clear,Good,4,Apr,2022
